itemId,parentItemId,name,salePrice,upc,categoryPath,numReviews,customerRating,categoryNode,offerType
55303453,55303453,Acer Chromebook 14 CB3-431-C7VZ - 14" - Celeron N3160 - 4 GB RAM - 32 GB SSD - US,305.01,888863818631,Electronics/Computers/Laptops/Shop Laptops by Type/Google Chromebook,2,5.0,3944_3951_1089430,ONLINE_ONLY
664672844,664672844,Refurbished Acer 11.6" Intel Celeron Dual-Core 1.6GHz 4GB Ram 16GB Flash Chrome OS|C731-C8VE,173.24,841631116568,Electronics/Computers/Laptops/Shop Laptops by Type/Google Chromebook,0,0.0,3944_3951_1089430,ONLINE_ONLY
801910190,801910190,MSI GS73 STEALTH-016 VR 17.3" Gaming Laptop i7-8750H 16GB 2TB 256GB GTX1070 8GB,2299.0,824142160619,Electronics/Computers/Laptops/Shop Laptops by Type/Gaming Laptops,0,0.0,3944_3951_1089430,ONLINE_ONLY
777409234,777409234,Dell - Inspiron 11 3000 2-in-1, 11.6-inch HD, AMD A6-9220e, 4GB 2400MHz DDR4, 32GB eMMC Storage, Integrated Graphics AMD APU,199.0,884116292760,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,131,3.168,3944_3951_1089430,ONLINE_ONLY
328515930,328515930,Acer R5 2-in-1 Notebook with Intel i5-7200U, 8GB 256GB SSD,706.07,191114297803,Electronics/Computers/Laptops/Shop Laptops by Type/2-in-1 Laptops,0,0.0,3944_3951_1089430,ONLINE_ONLY
54392415,54392415,Refurbished HP EliteBook 2560p 12.5" Laptop, Windows 10 Pro, Intel Core i5 Processor, 4GB RAM, 160GB Hard Drive,248.55,812177027779,Electronics/Computers/Laptops/Shop Laptops by Type/Refurbished Laptops,0,0.0,3944_3951_1089430,ONLINE_ONLY
168326149,168326149,Lenovo N42-20 Touch Chromebook - 14" - Celeron N3060 - 4 GB RAM - 16 GB SSD,265.05,190725235860,Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops,0,0.0,3944_3951_1089430,ONLINE_ONLY
310655989,310655989,MSI GS63VR Stealth Pro-230 15.6" Ultra Thin and Light Gaming Laptop Intel Core i7-7700HQ GTX 1060 16GB 256GB NVMe SSD + 2TB VR Ready - Metal Chassis,1920.49,824142138885,Electronics/Computers/Laptops/Shop Laptops by Type/Gaming Laptops,0,0.0,3944_3951_1089430,ONLINE_ONLY
366460378,366460378,Dell - XPS 13, 13.3-inch 4K Ultra HD, Intel Core i7-8550U, 8GB 1866MHz LPDDR3, 256 GB PCIe (SSD), Intel UHD Graphics 620,1399.0,884116277187,Electronics/Computers/Laptops/Laptops By Brand/Dell Laptops,1916,4.061,3944_3951_1089430,ONLINE_ONLY
51006276,51006276,HP ProBook 650 G2 - 15.6" - Core i5 6200U - 8 GB RAM - 256 GB SSD,1044.29,889899383476,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,0,0.0,3944_3951_1089430,ONLINE_ONLY
54392464,54392464,Refurbished Lenovo ThinkPad X220 12" Laptop, Windows 10 Pro, Intel Core i5-2520M Processor, 8GB RAM, 320GB Hard Drive,260.57,812177027953,Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers,0,0.0,3944_3951_1089430,ONLINE_ONLY
